collection_comment_id,org_id,collection_id,is_called,comment,is_latest,created_by,created_at
25000,1,75678,False,Application NO. HEV-UP-281 || UPI- 390741782018,False,1084,2026-05-17T18:20:34.499138+00:00
25001,1,75679,False,Application NO. HEV-UP-281 || UPI- 531343579731,False,1084,2026-05-17T18:20:34.499198+00:00
25002,1,75680,False,Application NO. HEV-UP-281 || UPI- 112857500735,False,1084,2026-05-17T18:20:34.499241+00:00
25003,1,75681,False,Application NO. HEV-UP-281 || UPI- 697232550368,False,1084,2026-05-17T18:20:34.499282+00:00
25004,1,72916,False,Application NO. HEV-UP-118 || UPI- 558677397446,False,1071,2026-05-17T18:20:34.500172+00:00
25005,1,72917,False,Application NO. HEV-UP-118 || Cash received by Rajeev Pandey,False,1071,2026-05-17T18:20:34.500231+00:00
25006,1,72918,False,Application NO. HEV-UP-118 || Cash received by Rajeev Pandey,False,1071,2026-05-17T18:20:34.500273+00:00
25007,1,72919,False,"Application NO. HEV-UP-118 || 4500 Cash received by Rajeev Pandey  
500 by UPI- 567887080857",False,1071,2026-05-17T18:20:34.500314+00:00
25008,1,72920,False,"Application NO. HEV-UP-118 || 3500 cash received by Rajeev Pandey on 10/12/2025
Balance 1500 received on 13/12/2025
1000 cash received by Rajeev Pandey 
500 by UPI- 571347611618",False,1071,2026-05-17T18:20:34.500355+00:00
25009,1,24706,False,"Application NO. HEV-UP-171 || UPI- 000509459441, 000509498354",False,1071,2026-05-17T18:20:34.501095+00:00
25010,1,28489,False,"Application NO. HEV-UP-478 || 880 by UPI- 637143523525 on 05/01/2026
3280 cash received by Vikash on 06/02/2026",False,1084,2026-05-17T18:20:34.502015+00:00
25011,1,72928,False,"Application NO. HEV-RJ-11 || Customer paid 85208 by mistake by UPI- 084813962944 and returned him 81008 through UPI- 492829130075, 688409591176, 139523616456",False,3583,2026-05-17T18:20:34.503753+00:00
25012,1,72929,False,"Application NO. HEV-RJ-11 || UPI-948805442733,340295022407,763886696994",False,3583,2026-05-17T18:20:34.503792+00:00
25013,1,72930,False,"Application NO. HEV-RJ-11 || UPI- 430443725632, received 2000 on 12th August, balance 2200 received on 18/08/2025 
UPI- 225178462305, 225265182305",False,3583,2026-05-17T18:20:34.503829+00:00
25014,1,72931,False,Application NO. HEV-RJ-11 || UPI- 825312611871,False,3583,2026-05-17T18:20:34.503865+00:00
25015,1,72932,False,"Application NO. HEV-RJ-11 || UPI- 278781935247, 904478634052, 495053755294",False,3583,2026-05-17T18:20:34.503901+00:00
25016,1,73040,False,Application NO. HEV-RJ-46 || Cash collected by Manohar,False,3583,2026-05-17T18:20:34.504293+00:00
25017,1,73041,False,Application NO. HEV-RJ-46 || Cash received by Manohar,False,3583,2026-05-17T18:20:34.504330+00:00
25018,1,73058,False,Application NO. HEV-RJ-58 || Cash Recieved by Prakash Meena,False,3583,2026-05-17T18:20:34.504758+00:00
25019,1,73059,False,"Application NO. HEV-RJ-58 || Cash 2000 received by Manohar 
Balance  2226 received on 25/08/2025",False,3583,2026-05-17T18:20:34.504795+00:00
25020,1,73061,False,Application NO. HEV-RJ-58 || Cash received by Bharat Singh,False,3583,2026-05-17T18:20:34.504848+00:00
25021,1,73062,False,Application NO. HEV-RJ-58 || Cash received by Bharat Singh,False,3583,2026-05-17T18:20:34.504883+00:00
25022,1,75700,False,Application NO. HEV-RJ-64 || UPI 362189903431,False,3583,2026-05-17T18:20:34.505215+00:00
25023,1,75701,False,Application NO. HEV-RJ-64 || UPI- 815907574477,False,3583,2026-05-17T18:20:34.505257+00:00
25024,1,75702,False,"Application NO. HEV-RJ-64 || UPI- 889368906875, 478005477615",False,3583,2026-05-17T18:20:34.505292+00:00
25025,1,75703,False,Application NO. HEV-RJ-64 || UPI- 358292399359,False,3583,2026-05-17T18:20:34.505328+00:00
25026,1,75717,False,Application NO. HEV-RJ-67 || Cash received by Rahul Sharma,False,3583,2026-05-17T18:20:34.505680+00:00
25027,1,75718,False,"Application NO. HEV-RJ-67 || 5050 Cash received by Bharat 
45 By UPI 169521788380",False,3583,2026-05-17T18:20:34.505717+00:00
25028,1,75719,False,Application NO. HEV-RJ-67 || Cash received by Rizwan,False,3583,2026-05-17T18:20:34.505752+00:00
25029,1,75727,False,Application NO. HEV-RJ-81 || Cash received by Manohar,False,3583,2026-05-17T18:20:34.506032+00:00
25030,1,75745,False,Application NO. HEV-RJ-87 || Cash received by Manohar,False,3583,2026-05-17T18:20:34.506467+00:00
25031,1,75781,False,"Application NO. HEV-RJ-94 || Cash received by Manohar
Balance 2250 received on 18/08/2025",False,3583,2026-05-17T18:20:34.507307+00:00
25032,1,75782,False,Application NO. HEV-RJ-94 || Cash received by Rammurti,False,3583,2026-05-17T18:20:34.507344+00:00
25033,1,75783,False,"Application NO. HEV-RJ-94 || 3500 Cash received by Deepak Sharma on  17/10/2025 
Balance 750 received  on 22/10/2025",False,3583,2026-05-17T18:20:34.507378+00:00
25034,1,75784,False,Application NO. HEV-RJ-94 || Cash received by Bharat Singh,False,3583,2026-05-17T18:20:34.507413+00:00
25035,1,75799,False,Application NO. HEV-RJ-98 || Cash received by Manohar,False,3583,2026-05-17T18:20:34.507798+00:00
25036,1,75829,False,"Application NO. HEV-RJ-137 || 3500 cash received by Manohar on 16/09/2025
Balance 900 received on 17/09/2025 by UPI- 461611688552",False,3583,2026-05-17T18:20:34.508534+00:00
25037,1,75830,False,"Application NO. HEV-RJ-137 || 2000 by UPI- 529149064415 on 18/10/2025 
Balance 2200 received on 21/10/2025 by UPI- 692651819658",False,3583,2026-05-17T18:20:34.508573+00:00
25038,1,75831,False,"Application NO. HEV-RJ-137 || UPI- 356584221141, 785629569503, 409998925054",False,3583,2026-05-17T18:20:34.508609+00:00
25039,1,75847,False,Application NO. HEV-RJ-170 || Cash received by Ashok Kumar,False,3583,2026-05-17T18:20:34.508996+00:00
25040,1,75859,False,Application NO. HEV-RJ-172 || Cash received by Rahul Sharma,False,3583,2026-05-17T18:20:34.509319+00:00
25041,1,75860,False,"Application NO. HEV-RJ-172 || 200 cash received by Bharat Singh
5100 by UPI- 009304316489",False,3583,2026-05-17T18:20:34.509355+00:00
25042,1,75861,False,Application NO. HEV-RJ-172 || Cash received by Gaurav Sharma,False,3583,2026-05-17T18:20:34.509391+00:00
25043,1,75871,False,Application NO. HEV-RJ-197 || Cash received by Rizwan,False,3583,2026-05-17T18:20:34.509885+00:00
