collection_comment_id,org_id,collection_id,is_called,comment,is_latest,created_by,created_at
25000,1,75678,False,Application NO. HEV-UP-281 || UPI- 390741782018,False,1084,2026-05-18T07:59:53.091292+00:00
25001,1,75679,False,Application NO. HEV-UP-281 || UPI- 531343579731,False,1084,2026-05-18T07:59:53.091368+00:00
25002,1,75680,False,Application NO. HEV-UP-281 || UPI- 112857500735,False,1084,2026-05-18T07:59:53.091430+00:00
25003,1,75681,False,Application NO. HEV-UP-281 || UPI- 697232550368,False,1084,2026-05-18T07:59:53.091487+00:00
25004,1,72916,False,Application NO. HEV-UP-118 || UPI- 558677397446,False,1071,2026-05-18T07:59:53.092622+00:00
25005,1,72917,False,Application NO. HEV-UP-118 || Cash received by Rajeev Pandey,False,1071,2026-05-18T07:59:53.092686+00:00
25006,1,72918,False,Application NO. HEV-UP-118 || Cash received by Rajeev Pandey,False,1071,2026-05-18T07:59:53.092749+00:00
25007,1,72919,False,"Application NO. HEV-UP-118 || 4500 Cash received by Rajeev Pandey  
500 by UPI- 567887080857",False,1071,2026-05-18T07:59:53.092812+00:00
25008,1,72920,False,"Application NO. HEV-UP-118 || 3500 cash received by Rajeev Pandey on 10/12/2025
Balance 1500 received on 13/12/2025
1000 cash received by Rajeev Pandey 
500 by UPI- 571347611618",False,1071,2026-05-18T07:59:53.092875+00:00
25009,1,24706,False,"Application NO. HEV-UP-171 || UPI- 000509459441, 000509498354",False,1071,2026-05-18T07:59:53.093852+00:00
25010,1,28489,False,"Application NO. HEV-UP-478 || 880 by UPI- 637143523525 on 05/01/2026
3280 cash received by Vikash on 06/02/2026",False,1084,2026-05-18T07:59:53.095249+00:00
25011,1,72928,False,"Application NO. HEV-RJ-11 || Customer paid 85208 by mistake by UPI- 084813962944 and returned him 81008 through UPI- 492829130075, 688409591176, 139523616456",False,3583,2026-05-18T07:59:53.097634+00:00
25012,1,72929,False,"Application NO. HEV-RJ-11 || UPI-948805442733,340295022407,763886696994",False,3583,2026-05-18T07:59:53.097696+00:00
25013,1,72930,False,"Application NO. HEV-RJ-11 || UPI- 430443725632, received 2000 on 12th August, balance 2200 received on 18/08/2025 
UPI- 225178462305, 225265182305",False,3583,2026-05-18T07:59:53.097754+00:00
25014,1,72931,False,Application NO. HEV-RJ-11 || UPI- 825312611871,False,3583,2026-05-18T07:59:53.097812+00:00
25015,1,72932,False,"Application NO. HEV-RJ-11 || UPI- 278781935247, 904478634052, 495053755294",False,3583,2026-05-18T07:59:53.097868+00:00
25016,1,73040,False,Application NO. HEV-RJ-46 || Cash collected by Manohar,False,3583,2026-05-18T07:59:53.098411+00:00
25017,1,73041,False,Application NO. HEV-RJ-46 || Cash received by Manohar,False,3583,2026-05-18T07:59:53.098477+00:00
25018,1,73058,False,Application NO. HEV-RJ-58 || Cash Recieved by Prakash Meena,False,3583,2026-05-18T07:59:53.099060+00:00
25019,1,73059,False,"Application NO. HEV-RJ-58 || Cash 2000 received by Manohar 
Balance  2226 received on 25/08/2025",False,3583,2026-05-18T07:59:53.099117+00:00
25020,1,73060,False,"Application NO. HEV-RJ-58 || 2000 cash received by Manohar on 22/09/2025 
Balance 2230 received on 26/09/2025
4 Rs. excess received to be adjusted in next months's emi",False,3583,2026-05-18T07:59:53.099176+00:00
25021,1,73061,False,Application NO. HEV-RJ-58 || Cash received by Bharat Singh,False,3583,2026-05-18T07:59:53.099229+00:00
25022,1,73062,False,Application NO. HEV-RJ-58 || Cash received by Bharat Singh,False,3583,2026-05-18T07:59:53.099284+00:00
25023,1,75700,False,Application NO. HEV-RJ-64 || UPI 362189903431,False,3583,2026-05-18T07:59:53.099689+00:00
25024,1,75701,False,Application NO. HEV-RJ-64 || UPI- 815907574477,False,3583,2026-05-18T07:59:53.099737+00:00
25025,1,75702,False,"Application NO. HEV-RJ-64 || UPI- 889368906875, 478005477615",False,3583,2026-05-18T07:59:53.099784+00:00
25026,1,75703,False,Application NO. HEV-RJ-64 || UPI- 358292399359,False,3583,2026-05-18T07:59:53.099833+00:00
25027,1,75715,False,"Application NO. HEV-RJ-67 || Cash received by Manohar 5100
5 rs. excess received, will be adjusted in next month's EMI",False,3583,2026-05-18T07:59:53.100266+00:00
25028,1,75716,False,"Application NO. HEV-RJ-67 || 1700 cash received by Prakash 
3500 UPI- 602540075449 

100 Delayed fee to be collected from customer",False,3583,2026-05-18T07:59:53.100318+00:00
25029,1,75717,False,Application NO. HEV-RJ-67 || Cash received by Rahul Sharma,False,3583,2026-05-18T07:59:53.100367+00:00
25030,1,75718,False,"Application NO. HEV-RJ-67 || 5050 Cash received by Bharat 
45 By UPI 169521788380",False,3583,2026-05-18T07:59:53.100415+00:00
25031,1,75719,False,Application NO. HEV-RJ-67 || Cash received by Rizwan,False,3583,2026-05-18T07:59:53.100463+00:00
25032,1,75727,False,Application NO. HEV-RJ-81 || Cash received by Manohar,False,3583,2026-05-18T07:59:53.100780+00:00
25033,1,75728,False,"Application NO. HEV-RJ-81 || 4490 with 250 delayed fees 
UPI- 929942038844",False,3583,2026-05-18T07:59:53.100831+00:00
25034,1,75745,False,Application NO. HEV-RJ-87 || Cash received by Manohar,False,3583,2026-05-18T07:59:53.101312+00:00
25035,1,75746,False,Application NO. HEV-RJ-87 || 4396 cash received by Manohar with 150 delayed fees,False,3583,2026-05-18T07:59:53.101365+00:00
25036,1,75747,False,Application NO. HEV-RJ-87 || Cash received by Ashok Kumar Sharma,False,3583,2026-05-18T07:59:53.101420+00:00
25037,1,75748,False,Application NO. HEV-RJ-87 || 5345 cash received by Bharat Singh with 1100  delayed fees,False,3583,2026-05-18T07:59:53.101478+00:00
25038,1,75763,False,Application NO. HEV-RJ-90 || Cash received by Manohar with 200 delayed fee,False,3583,2026-05-18T07:59:53.101916+00:00
25039,1,75764,False,"Application NO. HEV-RJ-90 || 4200 cash  received by Rammurti 
200 UPI- 999184165665",False,3583,2026-05-18T07:59:53.101966+00:00
25040,1,75781,False,"Application NO. HEV-RJ-94 || Cash received by Manohar
Balance 2250 received on 18/08/2025",False,3583,2026-05-18T07:59:53.102401+00:00
25041,1,75782,False,Application NO. HEV-RJ-94 || Cash received by Rammurti,False,3583,2026-05-18T07:59:53.102443+00:00
25042,1,75783,False,"Application NO. HEV-RJ-94 || 3500 Cash received by Deepak Sharma on  17/10/2025 
Balance 750 received  on 22/10/2025",False,3583,2026-05-18T07:59:53.102483+00:00
25043,1,75784,False,Application NO. HEV-RJ-94 || Cash received by Bharat Singh,False,3583,2026-05-18T07:59:53.102523+00:00
25044,1,75785,False,Application NO. HEV-RJ-94 || 4350 cash received by Bharat Singh with 100 delayed fees,False,3583,2026-05-18T07:59:53.102571+00:00
25045,1,75799,False,Application NO. HEV-RJ-98 || Cash received by Manohar,False,3583,2026-05-18T07:59:53.103017+00:00
25046,1,75817,False,Application NO. HEV-RJ-112 || Cash received by Manohar,False,3583,2026-05-18T07:59:53.103530+00:00
25047,1,75818,False,Application NO. HEV-RJ-112 || Cash received by Suresh with 300 delayed fees,False,3583,2026-05-18T07:59:53.103580+00:00
25048,1,75829,False,"Application NO. HEV-RJ-137 || 3500 cash received by Manohar on 16/09/2025
Balance 900 received on 17/09/2025 by UPI- 461611688552",False,3583,2026-05-18T07:59:53.103979+00:00
25049,1,75830,False,"Application NO. HEV-RJ-137 || 2000 by UPI- 529149064415 on 18/10/2025 
Balance 2200 received on 21/10/2025 by UPI- 692651819658",False,3583,2026-05-18T07:59:53.104030+00:00
25050,1,75831,False,"Application NO. HEV-RJ-137 || UPI- 356584221141, 785629569503, 409998925054",False,3583,2026-05-18T07:59:53.104075+00:00
25051,1,75847,False,Application NO. HEV-RJ-170 || Cash received by Ashok Kumar,False,3583,2026-05-18T07:59:53.104839+00:00
25052,1,75848,False,Application NO. HEV-RJ-170 || 5500 cash received by Bharat Singh with 200 delayed fees,False,3583,2026-05-18T07:59:53.104909+00:00
25053,1,75849,False,Application NO. HEV-RJ-170 || Cash received by Ashok Sharma,False,3583,2026-05-18T07:59:53.104959+00:00
25054,1,75859,False,Application NO. HEV-RJ-172 || Cash received by Rahul Sharma,False,3583,2026-05-18T07:59:53.105288+00:00
25055,1,75860,False,"Application NO. HEV-RJ-172 || 200 cash received by Bharat Singh
5100 by UPI- 009304316489",False,3583,2026-05-18T07:59:53.105371+00:00
25056,1,75861,False,Application NO. HEV-RJ-172 || Cash received by Gaurav Sharma,False,3583,2026-05-18T07:59:53.105421+00:00
25057,1,75871,False,Application NO. HEV-RJ-197 || Cash received by Rizwan,False,3583,2026-05-18T07:59:53.105830+00:00
25058,1,75872,False,Application NO. HEV-RJ-197 || Cash received by Deepak Sharma,False,3583,2026-05-18T07:59:53.105899+00:00
25059,1,75889,False,Application NO. HEV-RJ-222 || Cash received by Ravinder Singh,False,3583,2026-05-18T07:59:53.106416+00:00
25060,1,75890,False,Application NO. HEV-RJ-222 || Cash received by Ravinder Singh,False,3583,2026-05-18T07:59:53.106468+00:00
25061,1,75937,False,Application NO. HEV-000064 || UPI-542546363882,False,1072,2026-05-18T07:59:53.108186+00:00
25062,1,75938,False,Application NO. HEV-000064 || UPI-545455934356,False,1072,2026-05-18T07:59:53.108237+00:00
25063,1,75939,False,Application NO. HEV-000064 || UPI- 106771795649 EMI collected with 500 rs fine for Late payment,False,1072,2026-05-18T07:59:53.108290+00:00
25064,1,75940,False,Application NO. HEV-000064 || UPI- 106771795649 EMI collected with 500 rs fine for Late payment,False,1072,2026-05-18T07:59:53.108341+00:00
25065,1,75941,False,Application NO. HEV-000064 || UPI- 518111230708,False,1072,2026-05-18T07:59:53.108402+00:00
25066,1,75942,False,"Application NO. HEV-000064 || UPI 573790102125, 573926502125, 574004602125",False,1072,2026-05-18T07:59:53.108459+00:00
25067,1,75943,False,Application NO. HEV-000064 || UPI 524594406183   100 rupees extra have been received for the next EMI.,False,1072,2026-05-18T07:59:53.108506+00:00
25068,1,75957,False,Application NO. HEV-000140 || Ajay,False,1072,2026-05-18T07:59:53.108989+00:00
25069,1,75958,False,Application NO. HEV-000140 || Shivam,False,1072,2026-05-18T07:59:53.109057+00:00
25070,1,75959,False,"Application NO. HEV-000140 || Paid on 12-Jul-25 
UPI: 555937729557
UPI: 555919031097",False,1072,2026-05-18T07:59:53.109109+00:00
25071,1,75960,False,"Application NO. HEV-000140 || Cash received by Sandeep on 12/08/2025 & given to Shivam on 13/08/2025
Late fee 300 received on 18/08/2025 by Sandeep
300 given by Sandeep to Shivam on 28/08/2025",False,1072,2026-05-18T07:59:53.109161+00:00
25072,1,75975,False,Application NO. HEV-000165 || UPI- 515197291750,False,1072,2026-05-18T07:59:53.109633+00:00
25073,1,75976,False,Application NO. HEV-000165 || UPI- 518677907778,False,1072,2026-05-18T07:59:53.109683+00:00
