collection_comment_id,org_id,collection_id,is_called,comment,is_latest,created_by,created_at
25000,1,74315,False,Application NO. HEV-UP-281 || UPI- 390741782018,False,1084,2026-05-17T07:40:40.841724+00:00
25001,1,74316,False,Application NO. HEV-UP-281 || UPI- 531343579731,False,1084,2026-05-17T07:40:40.841808+00:00
25002,1,74317,False,Application NO. HEV-UP-281 || UPI- 112857500735,False,1084,2026-05-17T07:40:40.841901+00:00
25003,1,74318,False,Application NO. HEV-UP-281 || UPI- 697232550368,False,1084,2026-05-17T07:40:40.841959+00:00
25004,1,72916,False,Application NO. HEV-UP-118 || UPI- 558677397446,False,1071,2026-05-17T07:40:40.843180+00:00
25005,1,72917,False,Application NO. HEV-UP-118 || Cash received by Rajeev Pandey,False,1071,2026-05-17T07:40:40.843241+00:00
25006,1,72918,False,Application NO. HEV-UP-118 || Cash received by Rajeev Pandey,False,1071,2026-05-17T07:40:40.843301+00:00
25007,1,72919,False,"Application NO. HEV-UP-118 || 4500 Cash received by Rajeev Pandey  
500 by UPI- 567887080857",False,1071,2026-05-17T07:40:40.843360+00:00
25008,1,72920,False,"Application NO. HEV-UP-118 || 3500 cash received by Rajeev Pandey on 10/12/2025
Balance 1500 received on 13/12/2025
1000 cash received by Rajeev Pandey 
500 by UPI- 571347611618",False,1071,2026-05-17T07:40:40.843419+00:00
25009,1,24706,False,"Application NO. HEV-UP-171 || UPI- 000509459441, 000509498354",False,1071,2026-05-17T07:40:40.844429+00:00
25010,1,28489,False,"Application NO. HEV-UP-478 || 880 by UPI- 637143523525 on 05/01/2026
3280 cash received by Vikash on 06/02/2026",False,1084,2026-05-17T07:40:40.845719+00:00
25011,1,73040,False,Application NO. HEV-RJ-46 || Cash collected by Manohar,False,3583,2026-05-17T07:40:40.846925+00:00
25012,1,73041,False,Application NO. HEV-RJ-46 || Cash received by Manohar,False,3583,2026-05-17T07:40:40.847008+00:00
25013,1,73058,False,Application NO. HEV-RJ-58 || Cash Recieved by Prakash Meena,False,3583,2026-05-17T07:40:40.847638+00:00
25014,1,73059,False,"Application NO. HEV-RJ-58 || Cash 2000 received by Manohar 
Balance  2226 received on 25/08/2025",False,3583,2026-05-17T07:40:40.847698+00:00
25015,1,73061,False,Application NO. HEV-RJ-58 || Cash received by Bharat Singh,False,3583,2026-05-17T07:40:40.847780+00:00
25016,1,73062,False,Application NO. HEV-RJ-58 || Cash received by Bharat Singh,False,3583,2026-05-17T07:40:40.847853+00:00
25017,1,74337,False,Application NO. HEV-RJ-64 || UPI 362189903431,False,3583,2026-05-17T07:40:40.848467+00:00
25018,1,74338,False,Application NO. HEV-RJ-64 || UPI- 815907574477,False,3583,2026-05-17T07:40:40.848532+00:00
25019,1,74339,False,"Application NO. HEV-RJ-64 || UPI- 889368906875, 478005477615",False,3583,2026-05-17T07:40:40.848585+00:00
25020,1,74340,False,Application NO. HEV-RJ-64 || UPI- 358292399359,False,3583,2026-05-17T07:40:40.848639+00:00
25021,1,74354,False,Application NO. HEV-RJ-67 || Cash received by Rahul Sharma,False,3583,2026-05-17T07:40:40.849188+00:00
25022,1,74355,False,"Application NO. HEV-RJ-67 || 5050 Cash received by Bharat 
45 By UPI 169521788380",False,3583,2026-05-17T07:40:40.849249+00:00
25023,1,74356,False,Application NO. HEV-RJ-67 || Cash received by Rizwan,False,3583,2026-05-17T07:40:40.849307+00:00
25024,1,74364,False,Application NO. HEV-RJ-81 || Cash received by Manohar,False,3583,2026-05-17T07:40:40.849733+00:00
25025,1,74382,False,Application NO. HEV-RJ-87 || Cash received by Manohar,False,3583,2026-05-17T07:40:40.850441+00:00
25026,1,74418,False,"Application NO. HEV-RJ-94 || Cash received by Manohar
Balance 2250 received on 18/08/2025",False,3583,2026-05-17T07:40:40.851782+00:00
25027,1,74419,False,Application NO. HEV-RJ-94 || Cash received by Rammurti,False,3583,2026-05-17T07:40:40.851858+00:00
25028,1,74420,False,"Application NO. HEV-RJ-94 || 3500 Cash received by Deepak Sharma on  17/10/2025 
Balance 750 received  on 22/10/2025",False,3583,2026-05-17T07:40:40.851923+00:00
25029,1,74421,False,Application NO. HEV-RJ-94 || Cash received by Bharat Singh,False,3583,2026-05-17T07:40:40.851981+00:00
25030,1,74436,False,Application NO. HEV-RJ-98 || Cash received by Manohar,False,3583,2026-05-17T07:40:40.852581+00:00
25031,1,74466,False,"Application NO. HEV-RJ-137 || 3500 cash received by Manohar on 16/09/2025
Balance 900 received on 17/09/2025 by UPI- 461611688552",False,3583,2026-05-17T07:40:40.853802+00:00
25032,1,74467,False,"Application NO. HEV-RJ-137 || 2000 by UPI- 529149064415 on 18/10/2025 
Balance 2200 received on 21/10/2025 by UPI- 692651819658",False,3583,2026-05-17T07:40:40.853890+00:00
25033,1,74468,False,"Application NO. HEV-RJ-137 || UPI- 356584221141, 785629569503, 409998925054",False,3583,2026-05-17T07:40:40.853945+00:00
25034,1,74484,False,Application NO. HEV-RJ-170 || Cash received by Ashok Kumar,False,3583,2026-05-17T07:40:40.854550+00:00
25035,1,74496,False,Application NO. HEV-RJ-172 || Cash received by Rahul Sharma,False,3583,2026-05-17T07:40:40.855069+00:00
25036,1,74497,False,"Application NO. HEV-RJ-172 || 200 cash received by Bharat Singh
5100 by UPI- 009304316489",False,3583,2026-05-17T07:40:40.855131+00:00
25037,1,74498,False,Application NO. HEV-RJ-172 || Cash received by Gaurav Sharma,False,3583,2026-05-17T07:40:40.855189+00:00
25038,1,74508,False,Application NO. HEV-RJ-197 || Cash received by Rizwan,False,3583,2026-05-17T07:40:40.855655+00:00
25039,1,74509,False,Application NO. HEV-RJ-197 || Cash received by Deepak Sharma,False,3583,2026-05-17T07:40:40.855716+00:00
25040,1,74526,False,Application NO. HEV-RJ-222 || Cash received by Ravinder Singh,False,3583,2026-05-17T07:40:40.856402+00:00
