collection_comment_id,org_id,collection_id,is_called,comment,is_latest,created_by,created_at
25000,1,75678,False,Application NO. HEV-UP-281 || UPI- 390741782018,False,1084,2026-05-18T09:12:56.669472+00:00
25001,1,75679,False,Application NO. HEV-UP-281 || UPI- 531343579731,False,1084,2026-05-18T09:12:56.669526+00:00
25002,1,75680,False,Application NO. HEV-UP-281 || UPI- 112857500735,False,1084,2026-05-18T09:12:56.669574+00:00
25003,1,75681,False,Application NO. HEV-UP-281 || UPI- 697232550368,False,1084,2026-05-18T09:12:56.669613+00:00
25004,1,72916,False,Application NO. HEV-UP-118 || UPI- 558677397446,False,1071,2026-05-18T09:12:56.670430+00:00
25005,1,72917,False,Application NO. HEV-UP-118 || Cash received by Rajeev Pandey,False,1071,2026-05-18T09:12:56.670471+00:00
25006,1,72918,False,Application NO. HEV-UP-118 || Cash received by Rajeev Pandey,False,1071,2026-05-18T09:12:56.670513+00:00
25007,1,72919,False,"Application NO. HEV-UP-118 || 4500 Cash received by Rajeev Pandey  
500 by UPI- 567887080857",False,1071,2026-05-18T09:12:56.670560+00:00
25008,1,72920,False,"Application NO. HEV-UP-118 || 3500 cash received by Rajeev Pandey on 10/12/2025
Balance 1500 received on 13/12/2025
1000 cash received by Rajeev Pandey 
500 by UPI- 571347611618",False,1071,2026-05-18T09:12:56.670605+00:00
25009,1,24706,False,"Application NO. HEV-UP-171 || UPI- 000509459441, 000509498354",False,1071,2026-05-18T09:12:56.671331+00:00
25010,1,28489,False,"Application NO. HEV-UP-478 || 880 by UPI- 637143523525 on 05/01/2026
3280 cash received by Vikash on 06/02/2026",False,1084,2026-05-18T09:12:56.672245+00:00
25011,1,72928,False,"Application NO. HEV-RJ-11 || Customer paid 85208 by mistake by UPI- 084813962944 and returned him 81008 through UPI- 492829130075, 688409591176, 139523616456",False,3583,2026-05-18T09:12:56.673966+00:00
25012,1,72929,False,"Application NO. HEV-RJ-11 || UPI-948805442733,340295022407,763886696994",False,3583,2026-05-18T09:12:56.674013+00:00
25013,1,72930,False,"Application NO. HEV-RJ-11 || UPI- 430443725632, received 2000 on 12th August, balance 2200 received on 18/08/2025 
UPI- 225178462305, 225265182305",False,3583,2026-05-18T09:12:56.674058+00:00
25014,1,72931,False,Application NO. HEV-RJ-11 || UPI- 825312611871,False,3583,2026-05-18T09:12:56.674102+00:00
25015,1,72932,False,"Application NO. HEV-RJ-11 || UPI- 278781935247, 904478634052, 495053755294",False,3583,2026-05-18T09:12:56.674147+00:00
25016,1,73040,False,Application NO. HEV-RJ-46 || Cash collected by Manohar,False,3583,2026-05-18T09:12:56.674529+00:00
25017,1,73041,False,Application NO. HEV-RJ-46 || Cash received by Manohar,False,3583,2026-05-18T09:12:56.674569+00:00
25018,1,73058,False,Application NO. HEV-RJ-58 || Cash Recieved by Prakash Meena,False,3583,2026-05-18T09:12:56.675025+00:00
25019,1,73059,False,"Application NO. HEV-RJ-58 || Cash 2000 received by Manohar 
Balance  2226 received on 25/08/2025",False,3583,2026-05-18T09:12:56.675073+00:00
25020,1,73060,False,"Application NO. HEV-RJ-58 || 2000 cash received by Manohar on 22/09/2025 
Balance 2230 received on 26/09/2025
4 Rs. excess received to be adjusted in next months's emi",False,3583,2026-05-18T09:12:56.675122+00:00
25021,1,73061,False,Application NO. HEV-RJ-58 || Cash received by Bharat Singh,False,3583,2026-05-18T09:12:56.675168+00:00
25022,1,73062,False,Application NO. HEV-RJ-58 || Cash received by Bharat Singh,False,3583,2026-05-18T09:12:56.675212+00:00
